Serial No.,Course,Status,Course Type,Course Variant,Academia+LMS,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,6e6ef5fb4384d46d32c2ad1cefb1c4462e9a791d005877efc81822a9b5e5e6ea,6e134d28c315129e69ef540761da4bf27c6def7b7fee03fc063423c521682704,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,2d5779aeaca64219eba8a6afb4a0560c90fac746f8116440622cb6b216cdbb6d,12aa59ec5d8563599aa153ba2129bbc85985029cf9147f84d17adeb9793d34c7,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,acec6121a2c889a360331dc4e07ab160f058f5415b98e440fc6fd2153e682e76,75abc4693d63ca7c96bb1f9efc4945e70ae85621905369a137816350e4715762,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,391257b6b20fb1f363141fd326702bcad97ad3de2a81686d868e6d0731e496e5,5fb0c50ba9ea4df5aeb16778371a7109fbb0db1391cf32d3bb3d2eb3a9bc2d1b,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,948f6092c522291d3cf25ba628b3a5f1150a0ca8ae158791ab69c32862a9147f,f80e93eebeb3b847b5df26cc4aed868027fce529fd981796bb857eb3327822d9,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,d213cc37ff3ae0e0ec7f59b90dfd9f6fc8b316514e0ce69b94612990d1d6dfcb,be70fa046761e4f3cef100dfde04e4f1a2089cb17d99d8869154be2bbd2497db,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,3a4e716b4fadb271933cd1ea1bb4e4b55ec67f61420724f5de16be65194a8b64,c51e68458e5166cb2d6f2992da0d4a6627f39d6469208141fb78d3f7d2ba877b,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,ca88afc7a049508f66cd4dbc1e0623a42b7aaf5a582c4e5c01a3d13414c4d3fa,d52a8dd9577bbbc0b71b570e58225a18269386755dc06f82d85aaa343e72e96d,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,1cf24f082d191fd213e905173ac70bae3245b6485835a8b89a797c0554f735e6,5f6074e7f2685480ab91d9b3de1b2a9bb15941a8781fa4d7d5795f056a15bbc3,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,dd5b10f5c709af89787a3b8a75da69f419c6e3ef6278b573360787671195d301,bbb8127755c662e751280ed53e02ffe385da1e3c883f7a630cd18f9584cfe8d7,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,f21e3113514cdc5678f932599513cd28ec4f077c54de56a2777823a18e084916,52ed9759263f970efce080f8cb8515319184a1a9552ac45dc86ddc443cc37564,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,4ec0067c8ba810fb1d7133baf519364960825c519d6dfc392641595aee6c157b,4cd419d4fc24cbed53e14796e6d3ce4d6554795fc8096a2713538c68df2d7264,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,e836aca5f4993426a472c6db0fc585905dee6a8b49fbf0f685593712a8f0ae37,c1eb6a00c4b3f24eb80126bef7c28f296b87603f3e21f0cd49245226cf618242,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,2f850b5fa34f8981d29a8b4e29e87a11b6881bb01ad1c5f1dee5ca10449f3c84,1a310dda0a670b50e9afa6734cee465056b190dc26246f886556c61cde761083,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,b3c11d61b2f2d0ba1fac2d9f769f5d2ce2282d2563e3c2dfdceae59c47fef25b,beb9060ce3cafed0f41816d7e55cd8152d3d7b940d1b8c25a2e6a258fedb02cd,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,2482eaabbed2ec5f0eba8748fe65a5ffbd9ce1a2033ed2d61869565025be98d1,c0dcbfbb63c19f7f81b06978db4d0d167604ab5f850f088fd74fdff7caa6c113,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,5db0ea3e96305d5b2434e0a9e3657a76c67509c8327c7e47fd54d1b4b9063f31,2d137273b124677023222aa4d0fc060f53c15b75862a69adddca8b496482fd76,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,1a132911aa0b466dba36c76ef29475bbb272b7ed68f94b8713cea58eef33d440,e65a895d68c1f79568d9f718bcaeed62ff98cafbf4619cd7a08e6e358b304eae,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,30de4e1b7a5641318d789e200d54fc0abc36bbab13a65931417c7c1d1ab41615,4fc76b05f089704c52e8fc89338303afcf6b68da6786e47ac44ec2c5314060da,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,abc9d24d887ccb35320c6008db62d4233307b82e4a472a5bdd22451ee86b1582,e96d086e4c4cb8f650db25de0e2803a3db8635adc3f7c08f6ed648c6a4d93a38,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,f100a98d0621db54ba16e356a321d6e5ddca17d365c3278c756ca3af303e9956,910b0de263377286462897e37329d371b11bb751a8655b628f402b6f5c14d4c9,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,69e635e461070ac7f80c396078fa2490795f820507cdf1fecc5d6f1becf688d4,62541552845afafc86cd6c24c9cf683f68eaba3947da48e60655f229f33dd127,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,8920d875315bb6016909fb9e828236f4e96b22488269b524baf58a547c528147,90f26d688488f1130ca72fbd1139eba8fe214904724ad15289cc811e0f4002f9,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,882faaed944cce28b59a882b46075b76dad00b0580d3012800a19a25ae9b3221,87bf91494cd4ab6e563e5a3abcfa5c6a4ee4cb00c6734927961f49eabf571094,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,d24d0df17e3bbea38e89f2eda4c03d9b30c756f4fa6aeba9ff7e3f8cb7e78bc4,b4d76ac4f388d03c1ca8da5af88c44b007853726d5235b29f22f63004c4c445e,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c9efd68c3b1520adf92bd3f22c1df8e90b5477299c4a3b434629fa16d632f696,40942d1193b74ba8d46d621826ab29b77bb8c091615a20ae0d237992e5e82750,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,1d7bcfd2910fdaee4d9d1601b3af5d6ca2b4b066eadfc397bdbc9843b40c184e,8383e65c025644f1dfd49ccc38a1c4e5f9913932c4d11545c291c97660dc2f0d,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,268b88f31cced17a834f48d4dea1d8cecf9e9d7f3c13d1219d08528b8722860b,bc4761f7cf09a2068c0168ef55a7df5872691892e84cacbba66a47d754d28664,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,60b20832907175aff61cecec48578f07462dc0fa3c0bd9dad8677a4a7f480093,4d9fce8447add48d8b0d0bd2dc12b9102fd9abde2dc9ea1a936b6d7bb7152d54,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,f7b37b09dd10930d9a0132e26d2830ca8677ad11d0f666db6fa0724fe57a1fff,514d73045e45051227229816383fee93956f28261d8559a300d76ed48de55b63,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,4efe63d1fa080cbbcfa4c23449d15687ef2d102c69d98dbf1c98470f330bb018,b1a0b8ebafb9f2e9a17e873cd7ca0a845fd7307a9d8234e3cc552039a95b6c8f,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,e03396384ee196698bfc8bc0e21b2af1f2d72950c2d505a6be57261f1a2b6634,51b821021e95baa20fbe973aa7fccf667a038e44164fa638c0c5da3149786a0b,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,19c5c74b92596d69c552ea81c9aab4370c91a8753e1b64020a7cf16367ea3ea1,b777c8714e10dc414c6db4ce856dc85034f144cbb877e6d393f74713b631eba0,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0821a962c2726e5df442dc86f74a371ce338c2436dd2e566f85f07883c5271c2,3fcdb9f5fa0866eeeec20e4480b8fbadb929cd4e0acd97a493d8247f371ee169,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,257d92bdca1436053588a33995394bf03ed81066fe3567a65f54bf53c3c75f17,fe67d38e833ccac7e997d35ddd8875dcf802021c912e60d1d8f894127f6adc96,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,84015c9cfac05e0adf099e064c6299c76abf7806508f319d61715522000a7294,da9b4a0aba6b6cab8c2d5371d3565874f3c723b74c6aa6e2a4ab0e530365ec2b,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,5e0729d32aff4e5f62fa04e9b19ffff7adb57731e0fd29850e72b33f82baf5ff,377b968fbb13c4bb57a06ef330ca7ca48c3f45f8898b9e93c128323b6679dcfd,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,62e1e1905e52de56dc2e11af7f0df714d3c45a25de0c87fdbbe94f2ec580b4bb,49e7698b3e41878f06b5d0b3a23da2df33ac2a8fcb1365151acabc2c30f2f41d,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0d0daa9ac6289d9c5237531258b69d62a0d9fcde56471e5b692ac07bb2a7c6dd,6d7a56b90e0c0abedde0649207cfa750081a7af147971585d360f1312eba09b3,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,9a0a23d1627d40ec3ba024de86591164c35594c18f8320e4b49169d2257be0d1,c88b7b43870e2d5cf707d13210c380c403f0c9bacf7cb756bbccf7da704555d8,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,c23f81fd0bdfe2fca71ea983a7fa7b6adea36ecf6fa271e4f3f9886e7d907753,afe259871bdae280ea8b97aa10377a770263bdbfcdd62a6ed01aafd33895f47f,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,d56e0d7cac04471ae0721b155a81ac9ab497b57fbeb9b9c69fff7abf0dec8180,10899a3fa4a8c55cacb7c689017f562a791bba4ddf6ed8ebac9a154976d164d9,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,9bb1f24866e6e0ab55847f85f87829cd4f7be72d1d341c9e514f14602e4e30d4,03cb2b3cf2e49b0feff2c04fd76cd0cffba518cf34a1a5cc127580c34104c784,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,32a31f9a8af777d08baf7be363425f798163e1b63198d33c560ae16aa97b28fb,6b67ca974479fd7655207def5e3bc9e77546b087aecf87f5e09607826af42b97,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,87ab1b37759df53b3251d4cf5c7d69d137318fa6cd1b092f4e669a29ff2bc112,35bdf81d917648fe507ff317115826c7c8e87c45069e8f28c954ef07ce82295e,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,62bf988e9067ebcd573e7534b7d69fb4b61ce19a3da0eefa5c94843c330ca130,49c378ee63afa749f4e49b102cdaad96f452f3a30d261dcdc58566c114c1c199,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,a339231d9ad06bbf8c1a9ec7e9fa3c7e9b1baeb2b20f99c314cfa56e46486ad9,b2ca0776273cba01c5967015f64b466289b9dce62a0eb5e50063afa50e9496e2,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,b9ae6affc729d2f0c80ab28e7fd51069d875b81398e835105860363cd6e2f9c4,9740f20f08c6939e64e62442599cdf4549036da8c6e391403c2aa227a11a8a79,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,447f6ae3c7fd293dabbad856074c77f5ac90b133b9b114cc8080e78770d60882,9536e2d9d3cb92693f7cc4408d48688c9faa697ec8ffdce5eb44b5e8f841f248,B.Tech ECE,2024-25 B.Tech ECE,Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,08aa713e1d2c465191d99525020cf07f773e107a506a44229e7ffb500efd98dd,1311c281d984327d56608dcf4db535ed2894d0a3663555d7de22b6075b634e3a,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,81c75f5280a90ddc8cebc4e94f4e1e3cd361c203b226cf03636ee0e417495af3,9818ce2a9ad72ffcdfc15fc900216a331ac13ea59dc960cdafbc6d9d06c5c145,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,5fb1ee1e2d5d467bc5fae578fec49afbe45e63fc6ec5f25f754ce36b7adcb23b,18a0434d668a33d7662329851ed4195a35249b156aee0ae100728b2a28965244,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c012415cd5570f68305b92863a9467e3b429762aead76d016a4ea8d94ab00e71,ed347f2bb349a94acd477423329fc0f20951672f7a579e716ad82afaa6e02ec7,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,8fe11566150ddd6c31ab439f2a1d740a45b47068485e9b294345d33b79d3cd41,bfe4c083f1ad073eea0c84f8cc33d67e9b5f1ccc9301f40102b07ce7c65c3367,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,9cc8ba6de66873bfbce3f6da366a46d60fa68dd42f73dcc82df4ba319356ea02,94f8c13f5759f96d8b21e8a82c43e3c99402a53c855d74b7c631cbf907c779e7,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,41a9ffb21135b6c0a3007931bdfe1ec944ab4434f1435924a008aa9e3a3ec15f,70f84e9ca614d5a561f2869e43279e3c48538e2df29ab0f302378df67f596c4c,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,885c0bef4c0d9cc6f976c078a18a59b3d487d14693380ce0725b1b327b410712,8f68da16952afafffe46ab2e140240ca7a7f3d64069356f5e29c410373db5415,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,6b2e313fc017f864a604d3d4418a2b9f3f4716e9856d9751a75cfef4d514a043,3813eb5d4e73958de7085fc777544a145031017447ad49c28913057d40fab1a3,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112-BI-DE,,1d53eba40a17309cb77b3cc9256bedfac2d6d645563b2e7e28ba1ea4cbe75f33,c914781cdfe6896f74515e6ee7bc23a944b4427fa30f4adfbd9b77f70f3b8a26,B.Tech Data Science and AI,2024-25 (DSAI),Term I [2024-25],,Tulika Saha
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,d496823d822bdb982f97ed9b0462a49c02ceac5f7ce73b8d49c2170679eedd29,a9069d8aa8b87f3b5f3382617fd102f72229681239ddc13ba4029ef81d4acd7e,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,3e5cba47934fd18edea45b5e6428ebda301f216c63b374665055b31d42af5696,a1ef30897b84189272b47d2a734278a1aa55b985f3c2a4b3a50546beec9cffca,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,e3d8a1aa8d9eb5ae922f1aafb3b842dc197b7479c1b015eb78bb21b7f5a19d65,662f7916535e77e22504e4e3b67fb066f114b39249f098f9ebf5a453bf11f229,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0ce9e5ed9bac1c5a0721fc91ae2b029eca1f1f9e4edca45702e01b39ab83e5ce,dd6693b9d0ef07b49b78d0da2f07c7733d9f9680bc58e76eca0821ef9e7fcba9,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,0c5fb23b6cb82a2bf2df496786ba236a9f9fc34185bace8d814508ee25f64f10,c009e20b2df4169a9cfd332e1d2a166641d1e349978da843c7019bf9eb0c331c,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,c9d57700c9348d10e66bf75e99e6bf920f38fb0305eabbadd842a4e9defb12ca,3571887d0aa40cb7c0067c6d61fca08915bfd306c202ff49738a400f358ca36c,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,83344c213c471807cda63aa586d7585f0a046cb66ac2ce6fe3eda64e9d2ae8dd,b7c880619b3ae00c743aa16d20566c4b27daff44b04e80522ba984f36236897d,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
,EGC 112 / Programming 1B (Python Programming),,REGULAR,EGC 112/Programming 1B (Python Programming)/Term I 2024-25/T1-24-EGC 112BI-CSE,,ca46f795713088222498904557d4e10d8d88764dc4386a54e07223fe2a8e892a,3eb54001d68208e1622cf52c1bca20176b79648854a40304f67be8214cf5574f,B.Tech CSE,2024-25 B.Tech CSE,Term I [2024-25],,Sujit Kumar Chakrabrati
